Date,Open,High,Low,Close,Adj Close,Volume
2018-10-19,25172.029297,25743.449219,25090.300781,25561.400391,25561.400391,2037871700
2018-10-22,25668.330078,26234.859375,25668.330078,26153.150391,26153.150391,2222812200
2018-10-23,26015.490234,26015.490234,25315.759766,25346.550781,25346.550781,1772912000
2018-10-24,25401.169922,25653.359375,25194.289063,25249.779297,25249.779297,1962753500
2018-10-25,24766.720703,24994.460938,24653.789063,24994.460938,24994.460938,2288634200
2018-10-26,25031.490234,25062.199219,24589.039063,24717.630859,24717.630859,1688395600
2018-10-29,24955.789063,24955.789063,24594.740234,24812.039063,24812.039063,2000985900
2018-10-30,24765.119141,24939.179688,24540.630859,24585.529297,24585.529297,2100387500
2018-10-31,24752.830078,24979.689453,24700.109375,24979.689453,24979.689453,2363084500
2018-11-01,25228.750000,25535.119141,25190.900391,25416.000000,25416.000000,2176972600
2018-11-02,25980.439453,26486.349609,25909.710938,26486.349609,26486.349609,3518978800
2018-11-05,26050.339844,26146.810547,25747.519531,25934.390625,25934.390625,1626675400
2018-11-06,26062.240234,26159.830078,25826.689453,26120.960938,26120.960938,1562913100
2018-11-07,26125.089844,26530.869141,25920.720703,26147.689453,26147.689453,1731287400
2018-11-08,26491.269531,26491.269531,26141.250000,26227.720703,26227.720703,1654626400
2018-11-09,25925.089844,25925.089844,25475.320313,25601.919922,25601.919922,1839798600
2018-11-12,25576.279297,25765.960938,25505.330078,25633.179688,25633.179688,1171178800
2018-11-13,25092.300781,25792.869141,25092.300781,25792.869141,25792.869141,1689989400
2018-11-14,25874.359375,25874.359375,25489.859375,25654.429688,25654.429688,1431673200
2018-11-15,25862.179688,26127.140625,25611.720703,26103.339844,26103.339844,1534457400
2018-11-16,26041.560547,26197.310547,25850.039063,26183.529297,26183.529297,1330024100
2018-11-19,26278.869141,26397.390625,26146.390625,26372.000000,26372.000000,1320040400
2018-11-20,26043.509766,26132.289063,25776.220703,25840.339844,25840.339844,1205800000
2018-11-21,25496.849609,25998.279297,25494.509766,25971.470703,25971.470703,1397423500
2018-11-22,26139.390625,26139.390625,25873.380859,26019.410156,26019.410156,1010983600
2018-11-23,25950.070313,25983.250000,25807.259766,25927.679688,25927.679688,877061500
2018-11-26,26099.349609,26413.759766,26031.900391,26376.179688,26376.179688,1611982200
2018-11-27,26345.369141,26417.839844,26158.970703,26331.960938,26331.960938,1394358800
2018-11-28,26406.679688,26705.300781,26332.660156,26682.560547,26682.560547,1415273800
